Station,State,District,Latitude,Longitude,rainfall_mm,timestamp,source_file
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,30.5,2014-06-19 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,32.9,2014-06-20 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,17.3,2014-06-21 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,15.6,2014-06-22 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,8.0,2014-06-23 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,14.5,2014-06-24 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,2.5,2014-06-25 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,1.9,2014-06-26 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,7.4,2014-06-27 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,32.5,2014-06-28 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,18.1,2014-06-29 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,24.1,2014-07-02 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,1.9,2014-07-04 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,5.9,2014-07-05 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,5.0,2014-07-11 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,8.9,2014-07-12 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,28.59,2014-07-13 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,13.8,2014-07-14 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,2.9,2014-07-15 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,4.06,2014-07-16 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,31.0,2014-07-17 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,4.7,2014-07-19 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,38.6,2014-07-21 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,78.9,2014-07-22 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,91.0,2014-07-23 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,5.7,2014-07-24 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,38.36,2014-07-26 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,5.9,2014-07-27 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,37.5,2014-08-01 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,8.7,2014-08-02 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,1.0,2014-08-05 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,52.1,2014-08-06 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,9.5,2014-08-07 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,1.9,2014-08-08 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,13.4,2014-08-09 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,6.5,2014-08-12 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,32.4,2014-08-13 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,34.4,2014-08-14 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,14.1,2014-08-15 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,1.45,2014-08-16 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,1.9,2014-08-22 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,2.9,2014-08-23 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,7.2,2014-08-24 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,3.8,2014-09-01 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,13.6,2014-09-07 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,9.4,2014-09-09 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,7.1,2014-09-12 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,36.9,2014-09-13 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,5.1,2014-09-18 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,85.9,2014-09-19 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,12.9,2014-09-20 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,18.8,2014-09-21 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,88.1,2014-09-22 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,2.9,2014-09-23 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,7.1,2014-09-24 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,39.1,2014-09-27 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,1.9,2014-10-15 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,4.6,2014-10-20 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,28.8,2014-10-21 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,1.75,2014-11-22 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,1.9,2014-12-08 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,0.03,2015-01-04 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,0.14,2015-02-16 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,0.36,2015-03-28 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,2.9,2015-03-31 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,11.1,2015-04-01 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,23.2,2015-04-02 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,40.2,2015-04-03 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,48.1,2015-04-04 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,1.9,2015-04-05 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,11.6,2015-04-08 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,0.7,2015-04-09 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,20.5,2015-04-17 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,8.7,2015-04-18 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,1.3,2015-04-20 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,28.4,2015-04-21 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,26.2,2015-04-22 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,15.9,2015-04-23 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,4.1,2015-04-24 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,3.6,2015-04-25 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,32.2,2015-04-26 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,1.4,2015-04-27 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,11.2,2015-04-29 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,8.9,2015-04-30 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,14.1,2015-05-03 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,5.5,2015-05-04 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,1.1,2015-05-05 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,1.2,2015-05-07 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,11.0,2015-05-14 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,10.5,2015-05-15 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,3.9,2015-05-16 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,12.0,2015-05-18 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,22.0,2015-05-21 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,40.1,2015-05-22 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,27.1,2015-05-23 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,20.5,2015-05-24 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,9.1,2015-05-25 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,1.1,2015-05-26 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,12.0,2015-05-27 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,52.0,2015-05-28 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,5.0,2015-05-29 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,2.1,2015-05-30 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,2.0,2015-05-31 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,5.5,2015-06-01 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,20.3,2015-06-02 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,36.7,2015-06-03 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,34.0,2015-06-04 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,4.9,2015-06-05 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,52.7,2015-06-06 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,94.1,2015-06-07 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,60.0,2015-06-08 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,29.1,2015-06-09 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,5.5,2015-06-10 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,13.9,2015-06-12 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,16.0,2015-06-13 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,51.1,2015-06-14 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,9.1,2015-06-15 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,25.1,2015-06-16 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,8.5,2015-06-17 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,30.1,2015-06-18 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,1.5,2015-06-21 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,20.5,2015-06-23 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,8.7,2015-06-24 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,41.0,2015-06-26 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,6.9,2015-06-27 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,1.1,2015-06-28 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,7.1,2015-06-30 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,2.2,2015-07-01 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,3.1,2015-07-02 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,11.1,2015-07-03 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,114.1,2015-07-04 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,2.9,2015-07-05 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,74.1,2015-07-14 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,39.1,2015-07-15 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,35.9,2015-07-19 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,15.8,2015-07-20 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,26.1,2015-07-21 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,6.1,2015-07-22 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,21.1,2015-07-23 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,12.5,2015-07-24 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,3.1,2015-07-31 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,12.5,2015-08-03 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,1.9,2015-08-04 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,12.1,2015-08-05 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,78.5,2015-08-06 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,2.1,2015-08-07 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,34.5,2015-08-09 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,2.0,2015-08-11 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,8.9,2015-08-13 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,2.9,2015-08-14 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,2.8,2015-08-15 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,7.9,2015-08-16 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,28.0,2015-08-17 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,15.1,2015-08-18 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,42.5,2015-08-19 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,2.6,2015-08-20 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,54.1,2015-08-23 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,21.5,2015-08-24 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,11.9,2015-08-25 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,57.1,2015-08-26 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,33.5,2015-08-27 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,2.1,2015-08-28 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,86.3,2015-08-29 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,28.5,2015-08-30 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,2.1,2015-08-31 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,48.5,2015-09-01 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,7.5,2015-09-02 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,54.2,2015-09-03 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,54.2,2015-09-04 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,6.9,2015-09-05 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,7.1,2015-09-06 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,14.1,2015-09-09 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,73.5,2015-09-19 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,21.2,2015-09-20 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,7.9,2015-09-21 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,28.4,2015-09-22 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,23.1,2015-09-23 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,7.5,2015-09-24 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,55.7,2015-10-07 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,11.9,2015-10-10 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,7.9,2015-10-12 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,5.1,2015-10-13 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,3.9,2015-10-22 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,1.3,2015-11-03 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,37.6,2015-11-04 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,62.1,2015-12-03 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,60.4,2015-12-11 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
Baghmari Tea State,Assam,SONITPUR,26.75116111,93.2286,1.25,2015-12-12 08:30:00,rainfall_manual_daily_assam_as_1991_2020.csv
