SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Manual Daily Rainfall (mm)
13733,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,13-04-2018 08:30,19.8
13734,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,14-04-2018 08:30,24.8
13735,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,15-04-2018 08:30,9.4
13736,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,19-04-2018 08:30,3.2
13737,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,20-04-2018 08:30,7.8
13738,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,21-04-2018 08:30,15.2
13739,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,22-04-2018 08:30,12.4
13740,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,23-04-2018 08:30,34.2
13741,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,02-05-2018 08:30,14.6
13742,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,03-05-2018 08:30,2.4
13743,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,05-05-2018 08:30,13.6
13744,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,07-05-2018 08:30,12.8
13745,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,08-05-2018 08:30,31.2
13746,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,09-05-2018 08:30,177.6
13747,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,10-05-2018 08:30,3.2
13748,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,11-05-2018 08:30,27.4
13749,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,16-05-2018 08:30,25.6
13750,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,20-05-2018 08:30,40.2
13751,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,25-05-2018 08:30,84.4
13752,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,26-05-2018 08:30,166.6
13753,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,27-05-2018 08:30,51.2
13754,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,28-05-2018 08:30,76.8
13755,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,29-05-2018 08:30,45.2
13756,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,07-06-2018 08:30,37.4
13757,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,11-06-2018 08:30,26.8
13758,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,12-06-2018 08:30,3.6
13759,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,13-06-2018 08:30,2.4
13760,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,14-06-2018 08:30,23.2
13761,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,15-06-2018 08:30,79.4
13762,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,16-06-2018 08:30,33.2
13763,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,17-06-2018 08:30,58.4
13764,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,18-06-2018 08:30,19.8
13765,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,19-06-2018 08:30,6.4
13766,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,21-06-2018 08:30,46.2
13767,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,22-06-2018 08:30,38.6
13768,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,23-06-2018 08:30,36.2
13769,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,25-06-2018 08:30,54.8
13770,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,26-06-2018 08:30,7.2
13771,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,27-06-2018 08:30,12.4
13772,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,28-06-2018 08:30,3.2
13773,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,30-06-2018 08:30,53.6
13774,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,01-07-2018 08:30,173.2
13775,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,02-07-2018 08:30,3.4
13776,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,03-07-2018 08:30,32
13777,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,04-07-2018 08:30,155.6
13778,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,05-07-2018 08:30,56.8
13779,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,08-07-2018 08:30,6.2
13780,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,09-07-2018 08:30,16.6
13781,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,11-07-2018 08:30,17.8
13782,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,13-07-2018 08:30,35.2
13783,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,15-07-2018 08:30,47.2
13784,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,16-07-2018 08:30,14.4
13785,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,18-07-2018 08:30,108.6
13786,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,19-07-2018 08:30,13.2
13787,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,21-07-2018 08:30,49.4
13788,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,24-07-2018 08:30,24.2
13789,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,25-07-2018 08:30,107.4
13790,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,26-07-2018 08:30,7.6
13791,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,29-07-2018 08:30,24.8
13792,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,30-07-2018 08:30,15.6
13793,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,09-02-2019 08:30,2.2
13794,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,10-02-2019 08:30,2.6
13795,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,17-02-2019 08:30,7.6
13796,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,27-02-2019 08:30,7.8
13797,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,28-02-2019 08:30,3.2
13798,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,01-03-2019 08:30,10.6
13799,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,06-03-2019 08:30,21.8
13800,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,27-03-2019 08:30,14.4
13801,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,01-04-2019 08:30,18.6
13802,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,03-04-2019 08:30,29.4
13803,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,04-04-2019 08:30,20.2
13804,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,05-04-2019 08:30,18.8
13805,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,07-04-2019 08:30,15.6
13806,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,08-04-2019 08:30,16.4
13807,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,09-04-2019 08:30,28.2
13808,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,17-04-2019 08:30,30.6
13809,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,22-04-2019 08:30,12.4
13810,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,26-04-2019 08:30,10.8
13811,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,28-04-2019 08:30,19.8
13812,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,29-04-2019 08:30,14.2
13813,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,01-05-2019 08:30,138.6
13814,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,02-05-2019 08:30,35.2
13815,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,03-05-2019 08:30,31.4
13816,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,04-05-2019 08:30,17.8
13817,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,05-05-2019 08:30,48.4
13818,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,06-05-2019 08:30,72
13819,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,07-05-2019 08:30,33.8
13820,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,10-05-2019 08:30,46.6
13821,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,11-05-2019 08:30,39.2
13822,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,12-05-2019 08:30,40.6
13823,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,13-05-2019 08:30,9.4
13824,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,14-05-2019 08:30,33.6
13825,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,15-05-2019 08:30,6.2
13826,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,17-05-2019 08:30,12.4
13827,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,18-05-2019 08:30,3.6
13828,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,21-05-2019 08:30,2.6
13829,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,23-05-2019 08:30,54.4
13830,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,24-05-2019 08:30,11.2
13831,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,25-05-2019 08:30,32.6
13832,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,26-05-2019 08:30,36.2
13833,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,27-05-2019 08:30,4.4
13834,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,28-05-2019 08:30,24.2
13835,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,29-05-2019 08:30,5.2
13836,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,30-05-2019 08:30,12.6
13837,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,31-05-2019 08:30,1.8
13838,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,08-06-2019 08:30,16.8
13839,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,10-06-2019 08:30,5.2
13840,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,11-06-2019 08:30,60.4
13841,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,16-06-2019 08:30,20.4
13842,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,17-06-2019 08:30,9.6
13843,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,18-06-2019 08:30,3.2
13844,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,22-06-2019 08:30,15.8
13845,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,25-06-2019 08:30,16.4
13846,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,26-06-2019 08:30,203.8
13847,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,27-06-2019 08:30,32.8
13848,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,28-06-2019 08:30,19.2
13849,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,29-06-2019 08:30,61.2
13850,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,30-06-2019 08:30,3.4
13851,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,02-07-2019 08:30,34.8
13852,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,05-07-2019 08:30,6.4
13853,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,06-07-2019 08:30,25.4
13854,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,07-07-2019 08:30,85.6
13855,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,08-07-2019 08:30,159.2
13856,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,09-07-2019 08:30,108.4
13857,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,10-07-2019 08:30,47.2
13858,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,11-07-2019 08:30,31.2
13859,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,12-07-2019 08:30,93.6
13860,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,13-07-2019 08:30,110.4
13861,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,14-07-2019 08:30,105.6
13862,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,15-07-2019 08:30,120.4
13863,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,16-07-2019 08:30,46.8
13864,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,17-07-2019 08:30,14.2
13865,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,19-07-2019 08:30,30.4
13866,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,21-07-2019 08:30,3.8
13867,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,22-07-2019 08:30,231.8
13868,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,23-07-2019 08:30,234.8
13869,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,24-07-2019 08:30,134
13870,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,25-07-2019 08:30,17.2
13871,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,27-07-2019 08:30,37.2
13872,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,01-08-2019 08:30,14.2
13873,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,07-08-2019 08:30,13.6
13874,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,08-08-2019 08:30,17.8
13875,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,09-08-2019 08:30,85.4
13876,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,11-08-2019 08:30,7.4
13877,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,13-08-2019 08:30,20.4
13878,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,14-08-2019 08:30,11.2
13879,Irrg. Divn Off. Bongaigaon,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.48756667,90.54334722,16-08-2019 08:30,31.2
