SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Manual Daily Rainfall (mm)
1000,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,06-04-2012 08:30,1
1001,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,08-04-2012 08:30,0.95
1002,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,09-04-2012 08:30,0.1
1003,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,11-04-2012 08:30,0.6
1004,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,13-04-2012 08:30,0.25
1005,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,14-04-2012 08:30,0.15
1006,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,15-04-2012 08:30,0.7
1007,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,17-04-2012 08:30,0.8
1008,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,18-04-2012 08:30,0.3
1009,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,19-04-2012 08:30,0.1
1010,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,21-04-2012 08:30,1.4
1011,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,22-04-2012 08:30,0.1
1012,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,25-04-2012 08:30,0.5
1013,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,26-04-2012 08:30,0.3
1014,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,27-04-2012 08:30,0.8
1015,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,28-04-2012 08:30,0.65
1016,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,29-04-2012 08:30,0.05
1017,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,30-04-2012 08:30,0.7
1018,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,01-05-2012 08:30,0.5
1019,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,02-05-2012 08:30,0.25
1020,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,03-05-2012 08:30,0.35
1021,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,12-05-2012 08:30,0.15
1022,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,13-05-2012 08:30,1.55
1023,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,14-05-2012 08:30,0.25
1024,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,15-05-2012 08:30,0.1
1025,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,16-05-2012 08:30,1.2
1026,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,17-05-2012 08:30,0.15
1027,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,21-05-2012 08:30,0.1
1028,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,22-05-2012 08:30,0.9
1029,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,23-05-2012 08:30,1.1
1030,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,24-05-2012 08:30,0.1
1031,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,01-06-2012 08:30,0.5
1032,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,02-06-2012 08:30,2
1033,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,03-06-2012 08:30,0.2
1034,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,04-06-2012 08:30,1.02
1035,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,05-06-2012 08:30,1.1
1036,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,12-06-2012 08:30,1
1037,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,13-06-2012 08:30,1
1038,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,14-06-2012 08:30,0.15
1039,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,15-06-2012 08:30,0.1
1040,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,19-06-2012 08:30,2.8
1041,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,20-06-2012 08:30,0.95
1042,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,21-06-2012 08:30,0.1
1043,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,22-06-2012 08:30,0.55
1044,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,23-06-2012 08:30,0.6
1045,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,24-06-2012 08:30,1.1
1046,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,25-06-2012 08:30,1.25
1047,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,26-06-2012 08:30,1.8
1048,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,01-10-2012 08:30,28
1049,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,02-10-2012 08:30,10
1050,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,05-10-2012 08:30,0.4
1051,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,06-10-2012 08:30,2.8
1052,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,07-10-2012 08:30,16.2
1053,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,12-10-2012 08:30,7.8
1054,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,14-10-2012 08:30,1.8
1055,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,15-10-2012 08:30,0.4
1056,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,04-11-2012 08:30,7.8
1057,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,16-11-2012 08:30,39
1058,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,17-11-2012 08:30,3
1059,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,12-12-2012 08:30,18
1060,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,13-12-2012 08:30,22.11
1061,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,14-12-2012 08:30,2.96
1062,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,17-02-2013 08:30,0.75
1063,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,10-03-2013 08:30,20.5
1064,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,15-03-2013 08:30,8
1065,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,21-03-2013 08:30,14.5
1066,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,22-03-2013 08:30,1.5
1067,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,26-03-2013 08:30,0.3
1068,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,30-03-2013 08:30,4
1069,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,03-04-2013 08:30,15.6
1070,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,10-04-2013 08:30,4.8
1071,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,11-04-2013 08:30,6.2
1072,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,12-04-2013 08:30,1.5
1073,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,13-04-2013 08:30,3
1074,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,14-04-2013 08:30,4
1075,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,15-04-2013 08:30,4.5
1076,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,16-04-2013 08:30,4.6
1077,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,17-04-2013 08:30,2.4
1078,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,18-04-2013 08:30,45.5
1079,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,19-04-2013 08:30,12
1080,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,20-04-2013 08:30,11.5
1081,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,28-04-2013 08:30,11.5
1082,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,30-04-2013 08:30,5
1083,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,02-06-2013 08:30,0.9
1084,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,06-06-2013 08:30,0.1
1085,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,08-06-2013 08:30,0.2
1086,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,16-06-2013 08:30,0.1
1087,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,17-06-2013 08:30,0.5
1088,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,18-06-2013 08:30,0.9
1089,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,19-06-2013 08:30,0.1
1090,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,23-06-2013 08:30,0.15
1091,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,24-06-2013 08:30,0.3
1092,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,25-06-2013 08:30,1.15
1093,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,26-06-2013 08:30,0.7
1094,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,29-06-2013 08:30,2.9
1095,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,30-06-2013 08:30,0.1
1096,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,01-07-2013 08:30,0.8
1097,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,02-07-2013 08:30,1.1
1098,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,04-07-2013 08:30,0.55
1099,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,05-07-2013 08:30,2.2
1100,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,06-07-2013 08:30,0.25
1101,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,08-07-2013 08:30,1.65
1102,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,09-07-2013 08:30,0.45
1103,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,10-07-2013 08:30,19
1104,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,11-07-2013 08:30,2
1105,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,12-07-2013 08:30,0.2
1106,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,13-07-2013 08:30,0.8
1107,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,14-07-2013 08:30,0.25
1108,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,17-07-2013 08:30,0.25
1109,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,18-07-2013 08:30,0.25
1110,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,19-07-2013 08:30,0.5
1111,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,20-07-2013 08:30,0.4
1112,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,21-07-2013 08:30,0.15
1113,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,01-08-2013 08:30,1.4
1114,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,02-08-2013 08:30,0.1
1115,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,05-08-2013 08:30,1.51
1116,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,06-08-2013 08:30,1.15
1117,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,07-08-2013 08:30,0.4
1118,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,08-08-2013 08:30,1.3
1119,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,10-08-2013 08:30,0.2
1120,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,12-08-2013 08:30,0.1
1121,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,13-08-2013 08:30,0.1
1122,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,15-08-2013 08:30,0.2
1123,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,17-08-2013 08:30,0.1
1124,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,25-08-2013 08:30,1.1
1125,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,26-08-2013 08:30,0.25
1126,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,27-08-2013 08:30,0.45
1127,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,28-08-2013 08:30,0.4
1128,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,29-08-2013 08:30,0.2
1129,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,30-08-2013 08:30,0.6
1130,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,31-08-2013 08:30,0.8
1131,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,01-09-2013 08:30,0.15
1132,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,02-09-2013 08:30,1.15
1133,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,03-09-2013 08:30,1
1134,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,04-09-2013 08:30,0.65
1135,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,05-09-2013 08:30,0.9
1136,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,23-09-2013 08:30,0.1
1137,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,24-09-2013 08:30,3.5
1138,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,25-09-2013 08:30,0.8
1139,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,26-09-2013 08:30,0.3
1140,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,28-09-2013 08:30,0.3
1141,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,03-10-2013 08:30,0.1
1142,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,04-10-2013 08:30,0.2
1143,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,05-10-2013 08:30,0.2
1144,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,06-10-2013 08:30,0.2
1145,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,15-10-2013 08:30,0.6
1146,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,07-02-2014 08:30,0.4
1147,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,15-02-2014 08:30,3.3
1148,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,16-02-2014 08:30,15.5
1149,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,17-02-2014 08:30,9
1150,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,27-03-2014 08:30,1.08
1151,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,28-03-2014 08:30,1.5
1152,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,29-03-2014 08:30,6.5
1153,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,14-04-2014 08:30,4.3
1154,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,15-04-2014 08:30,7.8
1155,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,28-04-2014 08:30,2.46
1156,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,29-04-2014 08:30,2.3
1157,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,01-05-2014 08:30,35
1158,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,02-05-2014 08:30,18
1159,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,03-05-2014 08:30,5.5
1160,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,06-05-2014 08:30,27
1161,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,07-05-2014 08:30,20.5
1162,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,08-05-2014 08:30,65
1163,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,09-05-2014 08:30,32
1164,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,10-05-2014 08:30,3.9
1165,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,11-05-2014 08:30,5
1166,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,12-05-2014 08:30,26.5
1167,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,16-05-2014 08:30,9
1168,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,19-05-2014 08:30,8.5
1169,Baghmari Tea State,Assam,18,Assam,301,SONITPUR,TEZPUR,-,-,-,-,-,-,-,-,26.75116111,93.22860000,20-05-2014 08:30,1.5
